0,75.39,
540.00,75.40,
540.00,75.41,
541.00,75.41,
541.00,75.42,
541.00,75.42,
540.00,75.43,
541.00,75.44,
541.00,75.44,543.00,0.00,
542.00,0.01,
542.00,0.02,
542.00,0.02,
542.00,0.03,
541.00,0.03,
542.00,0.04,
542.00,0.05,
542.00,0.05,
542.00,0.06,
542.00,0.06,
542.00,0.07,
541.00,0.08,
542.00,0.08,
542.00,0.09,
542.00,0.10,
541.00,0.10,
542.00,0.11,
542.00,0.11,
541.00,0.12,
542.00,0.12,
542.00,0.13,
541.00,0.14,
541.00,0.14,
541.00,0.15,
542.00,0.15,
541.00,0.16,
541.00,0.17,
542.00,0.17,
541.00,0.18,
541.00,0.18,
542.00,0.19,
542.00,0.20,
541.00,0.20,
541.00,0.21,
542.00,0.21,
541.00,0.22,
541.00,0.23,
541.00,0.23,
542.00,0.24,
541.00,0.24,
541.00,0.25,
542.00,0.26,
541.00,0.26,
541.00,0.27,
542.00,0.27,
542.00,0.28,
541.00,0.29,
541.00,0.29,
542.00,0.30,
542.00,0.30,
541.00,0.31,
541.00,0.32,
542.00,0.32,
542.00,0.33,
541.00,0.33,
542.00,0.34,
542.00,0.35,
541.00,0.35,
542.00,0.36,
542.00,0.36,
541.00,0.37,
541.00,0.37,
541.00,0.38,
541.00,0.39,
541.00,0.39,
541.00,0.40,
542.00,0.41,
541.00,0.41,
541.00,0.42,
541.00,0.42,
542.00,0.43,
541.00,0.44,
541.00,0.44,
542.00,0.45,
542.00,0.45,
541.00,0.46,
542.00,0.46,
542.00,0.47,
541.00,0.48,
541.00,0.48,
542.00,0.49,
541.00,0.50,
541.00,0.50,
542.00,0.51,
542.00,0.51,
541.00,0.52,
541.00,0.52,
542.00,0.53,
542.00,0.54,
541.00,0.54,
541.00,0.55,
542.00,0.56,
541.00,0.56,
540.00,0.57,
542.00,0.57,
542.00,0.58,
541.00,0.58,
541.00,0.59,
542.00,0.60,
541.00,0.60,
541.00,0.61,
541.00,0.61,
542.00,0.62,
541.00,0.63,
542.00,0.63,
542.00,0.64,
541.00,0.65,
541.00,0.65,
542.00,0.66,
542.00,0.66,
541.00,0.67,
542.00,0.67,
542.00,0.68,
541.00,0.69,
541.00,0.69,
542.00,0.70,
542.00,0.70,
541.00,0.71,
541.00,0.72,
542.00,0.72,
541.00,0.73,
541.00,0.74,
542.00,0.74,
541.00,0.75,
541.00,0.75,
541.00,0.76,
541.00,0.76,
542.00,0.77,
541.00,0.78,
541.00,0.78,
542.00,0.79,
541.00,0.79,
541.00,0.80,
541.00,0.81,
542.00,0.81,
541.00,0.82,
541.00,0.83,
541.00,0.83,
541.00,0.84,
541.00,0.84,
541.00,0.85,
542.00,0.86,
541.00,0.86,
541.00,0.87,
542.00,0.87,
541.00,0.88,
541.00,0.88,
542.00,0.89,
542.00,0.90,
541.00,0.90,
541.00,0.91,
542.00,0.91,
541.00,0.92,
541.00,0.93,
541.00,0.93,
542.00,0.94,
541.00,0.94,
541.00,0.95,
542.00,0.96,
541.00,0.96,
541.00,0.97,
542.00,0.97,
541.00,0.98,
541.00,0.99,
541.00,0.99,
542.00,1.00,
541.00,1.00,
541.00,1.01,
