Time (s),Intensity
0.0,479.0
0.0,479.0
1.0,479.0
2.0,479.0
3.0,479.0
16.0,479.0
34.0,438.0
50.0,467.0
66.0,459.0
83.0,474.0
100.0,465.0
118.0,461.0
135.0,466.0
153.0,466.0
171.0,476.0
188.0,473.0
206.0,471.0
223.0,477.0
242.0,476.0
259.0,485.0
276.0,478.0
294.0,480.0
312.0,476.0
330.0,489.0
347.0,486.0
365.0,482.0
383.0,479.0
400.0,477.0
418.0,478.0
436.0,478.0
454.0,479.0
471.0,480.0
488.0,482.0
507.0,482.0
524.0,482.0
542.0,483.0
559.0,483.0
577.0,482.0
595.0,481.0
612.0,481.0
630.0,481.0
648.0,481.0
666.0,481.0
683.0,481.0
701.0,481.0
719.0,481.0
736.0,480.0
754.0,480.0
772.0,480.0
789.0,480.0
807.0,480.0
824.0,480.0
843.0,481.0
860.0,482.0
877.0,483.0
895.0,482.0
913.0,481.0
931.0,482.0
948.0,482.0
967.0,482.0
984.0,480.0
1001.0,479.0
1020.0,480.0
1039.0,479.0
1058.0,477.0
1076.0,479.0
1095.0,481.0
1114.0,481.0
1132.0,483.0
1151.0,484.0
1170.0,482.0
1189.0,484.0
1207.0,482.0
1226.0,480.0
1245.0,480.0
1264.0,478.0
1282.0,479.0
1301.0,479.0
1320.0,478.0
1338.0,482.0
1357.0,481.0
1376.0,482.0
1395.0,482.0
1413.0,482.0
1433.0,484.0
1451.0,481.0
1469.0,482.0
1488.0,480.0
1507.0,480.0
1526.0,480.0
1544.0,478.0
1564.0,480.0
1582.0,479.0
1600.0,481.0
1619.0,480.0
1638.0,480.0
1657.0,481.0
1675.0,479.0
1694.0,481.0
1713.0,479.0
1732.0,481.0
1750.0,480.0
1769.0,479.0
1788.0,480.0
1806.0,478.0
1825.0,479.0
1844.0,478.0
1863.0,479.0
1881.0,480.0
1900.0,479.0
1919.0,480.0
1937.0,479.0
1956.0,480.0
1975.0,478.0
1994.0,478.0
2012.0,479.0
2032.0,478.0
2050.0,479.0
2068.0,478.0
2087.0,480.0
2106.0,480.0
2125.0,478.0
2143.0,479.0
2163.0,478.0
2181.0,480.0
2199.0,479.0
2218.0,478.0
2237.0,479.0
2256.0,479.0
2274.0,480.0
2293.0,478.0
2312.0,479.0
2331.0,479.0
2349.0,479.0
2368.0,479.0
2387.0,477.0
2405.0,480.0
2424.0,479.0
2443.0,479.0
2462.0,479.0
2480.0,479.0
2500.0,480.0
2518.0,478.0
2536.0,479.0
2555.0,480.0
2574.0,479.0
2593.0,479.0
2611.0,479.0
2631.0,480.0
2649.0,480.0
2667.0,479.0
2686.0,479.0
2705.0,478.0
2724.0,480.0
2742.0,479.0
2762.0,479.0
2780.0,480.0
2799.0,479.0
2817.0,479.0
2836.0,479.0
2855.0,479.0
2873.0,480.0
2892.0,478.0
2911.0,479.0
2930.0,480.0
2948.0,480.0
2967.0,479.0
2986.0,478.0
3004.0,480.0
3023.0,479.0
3042.0,479.0
3061.0,479.0
3079.0,479.0
3099.0,480.0
3117.0,479.0
3135.0,479.0
3154.0,480.0
3173.0,479.0
3192.0,479.0
3210.0,478.0
3230.0,480.0
3248.0,479.0
3266.0,479.0
3285.0,479.0
3304.0,480.0
3323.0,479.0
3341.0,479.0
3361.0,479.0
3379.0,480.0
3398.0,479.0
3416.0,479.0
3435.0,479.0
3454.0,479.0
3472.0,479.0
3491.0,478.0
3510.0,479.0
3529.0,480.0
3547.0,479.0
3567.0,479.0
3585.0,479.0
3603.0,479.0
3622.0,479.0
3641.0,478.0
3660.0,479.0
3678.0,480.0
3698.0,479.0
3716.0,479.0
3734.0,479.0
3753.0,479.0
3772.0,478.0
3791.0,478.0
3809.0,479.0
3829.0,479.0
3847.0,480.0
3866.0,479.0
3884.0,478.0
3903.0,479.0
3922.0,479.0
3940.0,478.0
3960.0,479.0
3978.0,480.0
3997.0,480.0
4015.0,479.0
4034.0,478.0
4053.0,479.0
4071.0,479.0
4090.0,479.0
4109.0,479.0
4128.0,479.0
4146.0,480.0
4166.0,479.0
4184.0,478.0
4202.0,479.0
4221.0,479.0
4240.0,479.0
4259.0,479.0
4277.0,479.0
4297.0,479.0
4315.0,478.0
4333.0,479.0
4352.0,479.0
4371.0,479.0
4390.0,479.0
4408.0,478.0
4428.0,479.0
4446.0,479.0
4465.0,478.0
4483.0,478.0
4502.0,478.0
4521.0,479.0
4539.0,479.0
4559.0,478.0
4577.0,479.0
4596.0,479.0
4614.0,479.0
4634.0,479.0
4652.0,479.0
4670.0,479.0
4689.0,479.0
4708.0,478.0
4727.0,479.0
4745.0,479.0
4765.0,479.0
4783.0,478.0
4801.0,478.0
4820.0,479.0
4839.0,479.0
4858.0,479.0
4876.0,479.0
4896.0,479.0
4914.0,479.0
4933.0,478.0
4951.0,479.0
4970.0,479.0
4989.0,479.0
5007.0,479.0
5027.0,479.0
5045.0,479.0
5064.0,479.0
5082.0,478.0
5101.0,479.0
5120.0,479.0
5138.0,479.0
5158.0,478.0
5176.0,479.0
5195.0,479.0
5213.0,479.0
5233.0,479.0
5251.0,478.0
5269.0,479.0
5288.0,478.0
5307.0,479.0
5326.0,479.0
5344.0,480.0
5364.0,479.0
5382.0,478.0
5401.0,479.0
5419.0,479.0
5438.0,478.0
5457.0,479.0
5475.0,479.0
5495.0,480.0
5513.0,479.0
5532.0,479.0
5550.0,478.0
5569.0,479.0
5588.0,479.0
5606.0,479.0
5626.0,478.0
5644.0,480.0
5663.0,479.0
5681.0,479.0
5701.0,478.0
5719.0,479.0
5737.0,479.0
5757.0,478.0
5775.0,478.0
5794.0,479.0
5812.0,479.0
5832.0,479.0
5850.0,478.0
5868.0,478.0
5887.0,479.0
5906.0,479.0
5925.0,478.0
5943.0,479.0
5963.0,479.0
5981.0,478.0
6000.0,478.0
6018.0,479.0
6037.0,478.0
6056.0,478.0
6074.0,479.0
6094.0,479.0
6112.0,479.0
6131.0,479.0
6149.0,478.0
6169.0,478.0
6187.0,478.0
6205.0,478.0
6225.0,478.0
6243.0,478.0
6262.0,478.0
