Time (s),Intensity
1.0,523.0
1.0,523.0
2.0,522.0
3.0,522.0
3.0,522.0
18.0,522.0
34.0,508.0
50.0,491.0
68.0,509.0
84.0,498.0
101.0,507.0
118.0,506.0
136.0,508.0
154.0,510.0
171.0,514.0
189.0,511.0
207.0,518.0
224.0,519.0
242.0,514.0
260.0,523.0
278.0,514.0
295.0,514.0
313.0,522.0
331.0,525.0
348.0,521.0
366.0,520.0
383.0,521.0
402.0,524.0
419.0,527.0
436.0,529.0
454.0,531.0
472.0,531.0
490.0,530.0
507.0,528.0
524.0,528.0
543.0,527.0
560.0,525.0
578.0,522.0
596.0,521.0
614.0,522.0
631.0,524.0
648.0,523.0
667.0,525.0
684.0,528.0
702.0,526.0
719.0,528.0
737.0,528.0
755.0,526.0
772.0,527.0
790.0,526.0
808.0,523.0
826.0,523.0
843.0,521.0
861.0,522.0
879.0,512.0
896.0,522.0
914.0,525.0
932.0,523.0
949.0,526.0
967.0,525.0
984.0,526.0
1003.0,526.0
1021.0,526.0
1040.0,525.0
1059.0,521.0
1077.0,523.0
1096.0,523.0
1114.0,522.0
1134.0,521.0
1152.0,521.0
1171.0,523.0
1189.0,522.0
1209.0,524.0
1227.0,524.0
1245.0,525.0
1265.0,524.0
1283.0,525.0
1302.0,524.0
1320.0,525.0
1340.0,522.0
1358.0,523.0
1376.0,521.0
1396.0,522.0
1414.0,521.0
1433.0,521.0
1451.0,522.0
1471.0,523.0
1489.0,523.0
1508.0,523.0
1527.0,522.0
1545.0,523.0
1564.0,522.0
1582.0,522.0
1602.0,521.0
1620.0,522.0
1639.0,522.0
1658.0,521.0
1676.0,521.0
1695.0,522.0
1713.0,523.0
1733.0,522.0
1751.0,522.0
1770.0,522.0
1788.0,522.0
1808.0,521.0
1826.0,521.0
1844.0,521.0
1864.0,522.0
1882.0,522.0
1901.0,522.0
1919.0,522.0
1939.0,522.0
1957.0,521.0
1975.0,521.0
1995.0,521.0
2013.0,521.0
2032.0,521.0
2050.0,521.0
2070.0,521.0
2088.0,522.0
2107.0,522.0
2126.0,521.0
2144.0,521.0
2163.0,522.0
2181.0,522.0
2201.0,521.0
2219.0,522.0
2238.0,522.0
2257.0,521.0
2276.0,521.0
2294.0,521.0
2312.0,522.0
2332.0,521.0
2350.0,521.0
2369.0,522.0
2387.0,522.0
2407.0,521.0
2425.0,521.0
2443.0,521.0
2463.0,522.0
2481.0,522.0
2500.0,521.0
2518.0,521.0
2538.0,522.0
2556.0,521.0
2575.0,521.0
2594.0,521.0
2612.0,522.0
2631.0,522.0
2649.0,522.0
2669.0,521.0
2687.0,522.0
2706.0,521.0
2725.0,521.0
2743.0,521.0
2762.0,522.0
2780.0,522.0
2800.0,521.0
2818.0,521.0
2837.0,522.0
2856.0,522.0
2875.0,522.0
2893.0,521.0
2911.0,522.0
2931.0,521.0
2949.0,521.0
2968.0,521.0
2986.0,521.0
3006.0,522.0
3024.0,521.0
3042.0,521.0
3062.0,521.0
3080.0,522.0
3099.0,522.0
3117.0,521.0
3137.0,522.0
3155.0,522.0
3174.0,521.0
3193.0,521.0
3211.0,522.0
3230.0,522.0
3248.0,521.0
3268.0,521.0
3286.0,522.0
3305.0,522.0
3324.0,520.0
3343.0,521.0
3361.0,522.0
3379.0,522.0
3399.0,521.0
3417.0,521.0
3436.0,521.0
3455.0,521.0
3474.0,521.0
3492.0,521.0
3510.0,522.0
3530.0,522.0
3548.0,522.0
3567.0,521.0
3585.0,522.0
3605.0,522.0
3623.0,521.0
3642.0,520.0
3661.0,522.0
3679.0,522.0
3698.0,522.0
3716.0,521.0
3736.0,522.0
3754.0,521.0
3773.0,521.0
3792.0,521.0
3810.0,522.0
3829.0,522.0
3847.0,522.0
3867.0,521.0
3885.0,522.0
3904.0,521.0
3923.0,522.0
3942.0,521.0
3960.0,522.0
3978.0,522.0
3998.0,522.0
4016.0,521.0
4035.0,521.0
4054.0,521.0
4073.0,521.0
4091.0,519.0
4110.0,519.0
4129.0,523.0
4147.0,518.0
4166.0,536.0
4183.0,21.0
4202.0,31.0
4219.0,23.0
4236.0,27.0
4256.0,409.0
4274.0,466.0
4293.0,530.0
4311.0,529.0
4331.0,522.0
4349.0,522.0
4368.0,521.0
4387.0,522.0
4405.0,521.0
4424.0,520.0
4442.0,520.0
4462.0,521.0
4480.0,522.0
4499.0,520.0
4517.0,520.0
4537.0,521.0
4555.0,521.0
4573.0,520.0
4593.0,521.0
4611.0,522.0
4630.0,522.0
4648.0,521.0
4668.0,521.0
4686.0,521.0
4704.0,521.0
4724.0,521.0
4742.0,521.0
4761.0,522.0
4779.0,521.0
4799.0,520.0
4817.0,520.0
4836.0,521.0
4855.0,521.0
4873.0,521.0
4892.0,521.0
4910.0,521.0
4930.0,521.0
4948.0,521.0
4967.0,520.0
4986.0,521.0
5004.0,521.0
5023.0,520.0
5041.0,521.0
5061.0,521.0
5079.0,521.0
5098.0,520.0
5116.0,520.0
5136.0,521.0
5154.0,521.0
5172.0,521.0
5192.0,521.0
5210.0,521.0
5229.0,521.0
5247.0,520.0
5267.0,520.0
5285.0,521.0
5303.0,521.0
5323.0,520.0
5341.0,520.0
5360.0,521.0
5378.0,521.0
5398.0,521.0
5416.0,520.0
5435.0,521.0
5454.0,521.0
5472.0,520.0
5491.0,520.0
5509.0,521.0
5529.0,521.0
5547.0,521.0
5566.0,520.0
5585.0,520.0
5604.0,521.0
5622.0,520.0
5640.0,520.0
5660.0,521.0
5678.0,521.0
5697.0,521.0
5715.0,520.0
5735.0,520.0
5753.0,521.0
